animal_type,has_name,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,agg_cluster
Dog,1,803,Young Adult,16,December,1,Pure,Black,Healthy/Normal,0
Cat,0,66,Puppy/Kitten,5,July,1,Mix,White,Healthy/Normal,0
Cat,1,1828,Adult,1,March,1,Mix,Brown,Injured,0
Cat,0,62,Puppy/Kitten,1,July,0,Mix,Black,Healthy/Normal,0
Dog,1,889,Young Adult,127,April,1,Pure,Red,Injured,0
Dog,1,65,Puppy/Kitten,4,December,1,Mix,Gold,Healthy/Normal,0
Dog,0,308,Puppy/Kitten,4,August,1,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,8,June,0,Pure,Brown,Healthy/Normal,0
Other,1,550,Young Adult,1,October,0,Pure,White,Healthy/Normal,0
Other,0,735,Young Adult,3,November,0,Pure,Brown,Healthy/Normal,0
Dog,1,2933,Senior,11,December,0,Mix,Gold,Healthy/Normal,0
Dog,1,997,Young Adult,87,July,1,Pure,Black,Injured,0
Dog,1,309,Puppy/Kitten,6,July,1,Mix,White,Healthy/Normal,0
Cat,1,82,Puppy/Kitten,2,May,1,Mix,White,Healthy/Normal,0
Cat,0,742,Young Adult,1,November,1,Mix,White,Healthy/Normal,0
Cat,1,748,Young Adult,16,June,0,Pure,Other,Sick/Medical,0
Cat,0,3655,Senior,2,May,0,Pure,White,Sick/Medical,0
Dog,0,2922,Senior,5,February,1,Pure,Black,Healthy/Normal,0
Cat,1,103,Puppy/Kitten,72,September,1,Mix,Black,Healthy/Normal,0
Dog,1,1004,Young Adult,5,July,1,Mix,Black,Healthy/Normal,0
Dog,1,749,Young Adult,18,July,1,Pure,Red,Healthy/Normal,0
Dog,1,553,Young Adult,20,January,1,Pure,White,Healthy/Normal,0
Cat,0,734,Young Adult,3,March,0,Mix,White,Healthy/Normal,0
Dog,1,50,Puppy/Kitten,4,April,0,Pure,Gold,Healthy/Normal,0
Dog,1,2562,Senior,5,December,1,Pure,Black,Healthy/Normal,0
Dog,1,550,Young Adult,1,December,0,Pure,Black,Healthy/Normal,0
Cat,0,61,Puppy/Kitten,2,April,1,Pure,Other,Healthy/Normal,0
Cat,1,2196,Adult,3,November,1,Mix,Grey,Healthy/Normal,0
Dog,1,343,Puppy/Kitten,8,April,1,Mix,Black,Healthy/Normal,0
Dog,1,310,Puppy/Kitten,6,June,1,Pure,Black,Healthy/Normal,0
Dog,1,381,Young Adult,15,April,1,Mix,White,Healthy/Normal,0
Dog,1,3063,Senior,20,May,1,Pure,White,Sick/Medical,0
Cat,0,734,Young Adult,3,March,0,Pure,Brown,Healthy/Normal,0
Cat,1,100,Puppy/Kitten,63,December,1,Pure,Brown,Healthy/Normal,0
Cat,1,164,Puppy/Kitten,2,October,1,Pure,Brown,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,4,November,1,Mix,Grey,Healthy/Normal,0
Dog,1,587,Young Adult,37,February,0,Pure,Gold,Healthy/Normal,0
Dog,0,736,Young Adult,5,July,1,Mix,Black,Healthy/Normal,0
Dog,0,169,Puppy/Kitten,3,December,0,Pure,Black,Healthy/Normal,0
Dog,1,1125,Adult,6,March,0,Mix,Black,Healthy/Normal,0
Cat,1,1466,Adult,5,March,1,Pure,Black,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,29,July,1,Pure,Grey,Healthy/Normal,0
Cat,0,96,Puppy/Kitten,4,October,1,Pure,Red,Healthy/Normal,0
Dog,1,747,Young Adult,16,March,1,Mix,Black,Healthy/Normal,0
Dog,1,378,Young Adult,12,November,0,Mix,Black,Healthy/Normal,0
Dog,1,735,Young Adult,3,May,0,Mix,White,Healthy/Normal,0
Dog,1,562,Young Adult,14,April,1,Mix,Black,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,21,December,1,Mix,White,Healthy/Normal,0
Dog,1,80,Puppy/Kitten,5,March,1,Mix,Black,Healthy/Normal,0
Cat,1,251,Puppy/Kitten,5,February,1,Mix,Grey,Healthy/Normal,0
Dog,1,820,Young Adult,5,June,1,Mix,Black,Healthy/Normal,0
Cat,1,743,Young Adult,13,January,1,Pure,White,Healthy/Normal,0
Cat,0,734,Young Adult,4,January,0,Pure,White,Healthy/Normal,0
Dog,1,1832,Adult,5,September,1,Mix,White,Healthy/Normal,0
Cat,1,108,Puppy/Kitten,76,July,1,Mix,Brown,Healthy/Normal,0
Dog,1,2218,Adult,25,June,0,Mix,White,Healthy/Normal,0
Cat,1,90,Puppy/Kitten,13,November,1,Mix,White,Healthy/Normal,0
Dog,1,376,Young Adult,10,May,1,Mix,Black,Sick/Medical,0
Cat,1,3871,Senior,7,July,1,Mix,Grey,Healthy/Normal,0
Cat,1,80,Puppy/Kitten,56,October,1,Mix,Black,Healthy/Normal,0
Cat,1,139,Puppy/Kitten,108,September,1,Mix,Black,Healthy/Normal,0
Dog,0,94,Puppy/Kitten,67,May,1,Pure,Black,Healthy/Normal,0
Dog,1,124,Puppy/Kitten,5,September,1,Pure,Black,Healthy/Normal,0
Dog,1,1097,Adult,1,October,0,Mix,White,Healthy/Normal,0
Cat,1,754,Young Adult,22,December,1,Mix,White,Life Stage/Developmental,0
Cat,1,735,Young Adult,4,April,0,Pure,Red,Healthy/Normal,0
Dog,1,171,Puppy/Kitten,17,August,1,Mix,White,Healthy/Normal,0
Cat,0,74,Puppy/Kitten,5,January,1,Pure,Other,Healthy/Normal,0
Dog,1,113,Puppy/Kitten,21,July,1,Mix,Brown,Sick/Medical,0
Dog,1,2549,Adult,27,June,1,Mix,Black,Healthy/Normal,0
Dog,1,374,Young Adult,9,February,1,Mix,Black,Healthy/Normal,0
Dog,1,173,Puppy/Kitten,7,June,1,Mix,Black,Healthy/Normal,0
Dog,1,738,Young Adult,8,January,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,91,Puppy/Kitten,15,December,0,Mix,Other,Healthy/Normal,0
Dog,1,2959,Senior,37,July,1,Pure,Black,Healthy/Normal,0
Dog,1,1855,Adult,29,August,1,Mix,White,Healthy/Normal,0
Cat,0,89,Puppy/Kitten,61,June,1,Pure,Black,Healthy/Normal,0
Dog,1,3988,Senior,370,October,1,Mix,White,Other/Unknown,0
Cat,1,139,Puppy/Kitten,46,September,1,Pure,Brown,Healthy/Normal,0
Cat,0,81,Puppy/Kitten,4,February,1,Mix,White,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,34,December,1,Pure,Brown,Healthy/Normal,0
Dog,1,279,Puppy/Kitten,6,June,0,Pure,Brown,Healthy/Normal,0
Dog,0,1101,Adult,5,June,1,Mix,White,Healthy/Normal,0
Cat,0,96,Puppy/Kitten,3,September,0,Pure,Other,Healthy/Normal,0
Dog,1,411,Young Adult,45,October,1,Mix,White,Healthy/Normal,0
Dog,0,76,Puppy/Kitten,15,November,1,Pure,Black,Life Stage/Developmental,0
Dog,1,3041,Senior,8,August,1,Mix,Gold,Healthy/Normal,0
Dog,1,1464,Adult,2,August,0,Mix,White,Healthy/Normal,0
Cat,0,189,Puppy/Kitten,7,April,1,Pure,White,Healthy/Normal,0
Dog,1,372,Young Adult,5,May,1,Mix,Black,Healthy/Normal,0
Cat,1,159,Puppy/Kitten,6,February,1,Pure,White,Healthy/Normal,0
Cat,1,191,Puppy/Kitten,8,December,1,Mix,Red,Healthy/Normal,0
Dog,1,757,Young Adult,2,November,1,Pure,White,Healthy/Normal,0
Dog,1,369,Young Adult,4,May,1,Mix,Black,Healthy/Normal,0
Dog,1,1421,Adult,18,September,1,Pure,White,Healthy/Normal,0
Other,0,370,Young Adult,4,December,0,Pure,White,Sick/Medical,0
Dog,0,96,Puppy/Kitten,4,July,1,Mix,Black,Healthy/Normal,0
Dog,1,335,Puppy/Kitten,3,March,1,Pure,White,Healthy/Normal,0
Dog,1,97,Puppy/Kitten,4,January,1,Pure,Gold,Healthy/Normal,0
Other,0,9,Puppy/Kitten,4,June,0,Mix,Black,Life Stage/Developmental,0
Dog,1,1157,Adult,35,September,1,Pure,Black,Healthy/Normal,0
Cat,1,105,Puppy/Kitten,13,October,1,Pure,White,Healthy/Normal,0
Dog,0,63,Puppy/Kitten,4,April,1,Pure,Black,Healthy/Normal,0
Cat,0,53,Puppy/Kitten,2,June,0,Mix,Brown,Healthy/Normal,0
Dog,1,1104,Adult,8,December,1,Pure,Black,Healthy/Normal,0
Cat,1,72,Puppy/Kitten,34,September,1,Pure,White,Healthy/Normal,0
Dog,0,68,Puppy/Kitten,10,December,1,Pure,Black,Healthy/Normal,0
Dog,0,734,Young Adult,2,October,1,Pure,Brown,Healthy/Normal,0
Cat,1,108,Puppy/Kitten,70,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,83,Puppy/Kitten,9,July,1,Mix,White,Injured,0
Cat,0,733,Young Adult,2,May,0,Pure,White,Healthy/Normal,0
Cat,1,151,Puppy/Kitten,90,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,82,Puppy/Kitten,51,June,1,Mix,White,Healthy/Normal,0
Cat,1,136,Puppy/Kitten,44,September,1,Pure,Brown,Healthy/Normal,0
Dog,1,750,Young Adult,19,December,1,Mix,Black,Healthy/Normal,0
Dog,1,1533,Adult,63,December,1,Mix,Black,Healthy/Normal,0
Cat,1,2195,Adult,3,May,1,Mix,Grey,Healthy/Normal,0
Cat,0,77,Puppy/Kitten,2,April,1,Mix,Other,Healthy/Normal,0
Dog,1,2003,Adult,1,November,0,Pure,Brown,Healthy/Normal,0
Dog,1,551,Young Adult,5,August,1,Pure,Grey,Healthy/Normal,0
Dog,1,248,Puppy/Kitten,5,March,1,Mix,White,Healthy/Normal,0
Dog,1,752,Young Adult,22,August,0,Pure,Black,Injured,0
Cat,0,377,Young Adult,11,October,0,Pure,White,Healthy/Normal,0
Dog,1,737,Young Adult,7,March,0,Pure,Tricolor,Healthy/Normal,0
Cat,0,734,Young Adult,4,November,1,Mix,Black,Healthy/Normal,0
Cat,1,450,Young Adult,84,July,1,Pure,White,Healthy/Normal,0
Dog,1,3661,Senior,8,May,1,Mix,Black,Healthy/Normal,0
Cat,1,131,Puppy/Kitten,9,August,1,Pure,Black,Healthy/Normal,0
Cat,1,74,Puppy/Kitten,52,November,1,Mix,Red,Healthy/Normal,0
Cat,1,82,Puppy/Kitten,21,August,1,Mix,White,Healthy/Normal,0
Cat,1,67,Puppy/Kitten,36,June,1,Mix,Black,Healthy/Normal,0
Cat,1,1166,Adult,69,August,1,Pure,White,Injured,0
Cat,0,47,Puppy/Kitten,1,November,0,Pure,Black,Sick/Medical,0
Other,0,367,Young Adult,1,September,0,Pure,Black,Sick/Medical,0
Dog,1,1040,Young Adult,20,October,1,Pure,White,Healthy/Normal,0
Dog,1,339,Puppy/Kitten,5,November,1,Mix,White,Healthy/Normal,0
Cat,0,74,Puppy/Kitten,5,June,1,Mix,White,Healthy/Normal,0
Dog,1,739,Young Adult,8,December,1,Pure,White,Healthy/Normal,0
Cat,1,392,Puppy/Kitten,28,October,1,Pure,Black,Healthy/Normal,0
Dog,1,73,Puppy/Kitten,40,January,1,Mix,White,Healthy/Normal,0
Dog,0,102,Puppy/Kitten,9,October,1,Pure,White,Healthy/Normal,0
Dog,1,3840,Senior,187,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,203,Puppy/Kitten,18,February,1,Mix,Black,Healthy/Normal,0
Cat,1,61,Puppy/Kitten,12,May,1,Pure,Brown,Healthy/Normal,0
Dog,0,109,Puppy/Kitten,4,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,5762,Senior,5,August,1,Mix,White,Healthy/Normal,0
Dog,1,1103,Adult,7,June,1,Mix,White,Healthy/Normal,0
Cat,1,3298,Senior,10,May,1,Mix,Grey,Sick/Medical,0
Dog,1,167,Puppy/Kitten,15,April,1,Mix,White,Healthy/Normal,0
Cat,0,734,Young Adult,3,January,1,Pure,Other,Healthy/Normal,0
Dog,1,4502,Senior,641,October,1,Mix,White,Healthy/Normal,0
Cat,1,88,Puppy/Kitten,11,November,1,Mix,Brown,Healthy/Normal,0
Dog,1,1829,Adult,9,September,1,Pure,Black,Healthy/Normal,0
Dog,1,732,Young Adult,2,August,0,Pure,Brown,Healthy/Normal,0
Dog,0,1111,Adult,14,November,1,Mix,White,Healthy/Normal,0
Dog,1,2264,Adult,604,May,1,Pure,Black,Healthy/Normal,0
Dog,1,4149,Senior,11,May,1,Mix,Black,Healthy/Normal,0
Dog,1,74,Puppy/Kitten,5,December,0,Mix,Black,Sick/Medical,0
Dog,1,374,Young Adult,9,October,1,Mix,White,Healthy/Normal,0
Dog,1,3288,Senior,1,March,0,Pure,Black,Healthy/Normal,0
Cat,1,75,Puppy/Kitten,22,June,1,Pure,White,Healthy/Normal,0
Dog,1,383,Young Adult,18,September,1,Pure,White,Healthy/Normal,0
Dog,1,735,Young Adult,5,January,0,Mix,Black,Healthy/Normal,0
Dog,1,164,Puppy/Kitten,4,March,1,Pure,Black,Healthy/Normal,0
Dog,1,369,Young Adult,3,February,1,Mix,White,Healthy/Normal,0
Cat,0,395,Young Adult,28,June,0,Pure,Black,Healthy/Normal,0
Dog,1,850,Young Adult,120,November,1,Mix,White,Injured,0
Cat,0,788,Young Adult,57,August,0,Pure,Brown,Healthy/Normal,0
Cat,1,91,Puppy/Kitten,7,July,0,Mix,Brown,Healthy/Normal,0
Dog,1,1097,Adult,1,May,0,Pure,Black,Healthy/Normal,0
Dog,1,1099,Adult,4,September,1,Mix,White,Healthy/Normal,0
Dog,1,167,Puppy/Kitten,47,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,2922,Senior,8,January,1,Mix,White,Healthy/Normal,0
Dog,1,2929,Senior,7,January,1,Pure,Grey,Healthy/Normal,0
Cat,1,1866,Adult,39,January,1,Mix,Other,Healthy/Normal,0
Cat,1,544,Young Adult,179,February,1,Mix,Red,Healthy/Normal,0
Cat,1,2605,Senior,48,June,0,Pure,Black,Healthy/Normal,0
Dog,1,1235,Young Adult,505,June,1,Pure,White,Healthy/Normal,0
Cat,0,81,Puppy/Kitten,58,July,1,Mix,Black,Healthy/Normal,0
Dog,1,384,Young Adult,19,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,244,Puppy/Kitten,4,February,1,Mix,White,Healthy/Normal,0
Dog,1,1856,Adult,29,December,1,Pure,Black,Healthy/Normal,0
Dog,1,66,Puppy/Kitten,5,April,1,Mix,Gold,Healthy/Normal,0
Dog,0,68,Puppy/Kitten,4,January,1,Mix,Black,Healthy/Normal,0
Dog,1,377,Puppy/Kitten,20,November,1,Pure,White,Healthy/Normal,0
Dog,1,741,Young Adult,11,February,1,Pure,White,Healthy/Normal,0
Cat,0,739,Young Adult,8,July,1,Mix,Black,Injured,0
Dog,1,737,Young Adult,7,March,0,Pure,Tricolor,Healthy/Normal,0
Dog,1,778,Young Adult,47,November,1,Pure,Brown,Injured,0
Cat,0,743,Young Adult,13,May,0,Pure,Brown,Healthy/Normal,0
Dog,0,23,Puppy/Kitten,1,July,0,Mix,Brown,Healthy/Normal,0
Cat,0,31,Puppy/Kitten,15,October,0,Pure,White,Life Stage/Developmental,0
Cat,1,158,Puppy/Kitten,5,September,1,Mix,White,Healthy/Normal,0
Cat,0,736,Young Adult,5,January,1,Pure,Red,Injured,0
Dog,1,256,Puppy/Kitten,104,January,1,Pure,Black,Injured,0
Cat,1,144,Puppy/Kitten,22,September,1,Pure,Other,Healthy/Normal,0
Cat,0,370,Young Adult,3,April,0,Pure,Brown,Healthy/Normal,0
Cat,0,4,Puppy/Kitten,3,May,0,Mix,White,Healthy/Normal,0
Dog,1,156,Puppy/Kitten,3,October,1,Pure,Black,Healthy/Normal,0
Dog,1,748,Young Adult,18,June,0,Mix,Gold,Healthy/Normal,0
Dog,1,841,Young Adult,29,May,1,Mix,White,Healthy/Normal,0
Dog,1,178,Puppy/Kitten,9,August,1,Pure,Black,Healthy/Normal,0
Cat,1,858,Young Adult,126,February,1,Pure,Black,Injured,0
Dog,1,740,Young Adult,9,March,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,100,Puppy/Kitten,47,September,1,Mix,White,Healthy/Normal,0
Dog,0,103,Puppy/Kitten,11,October,1,Mix,Black,Healthy/Normal,0
Dog,1,1107,Adult,11,November,1,Pure,White,Healthy/Normal,0
Cat,1,205,Puppy/Kitten,175,October,1,Mix,White,Healthy/Normal,0
Dog,1,555,Young Adult,6,January,1,Pure,Black,Healthy/Normal,0
Cat,0,369,Young Adult,4,May,1,Mix,Black,Healthy/Normal,0
Dog,1,5818,Senior,3,June,1,Mix,Gold,Healthy/Normal,0
Dog,1,3246,Senior,3,May,1,Pure,Gold,Injured,0
Dog,1,399,Young Adult,2,November,0,Mix,White,Injured,0
Cat,0,102,Puppy/Kitten,10,November,1,Pure,Grey,Healthy/Normal,0
Cat,1,1104,Adult,8,April,1,Mix,White,Healthy/Normal,0
Dog,1,321,Puppy/Kitten,17,August,1,Pure,Black,Healthy/Normal,0
Dog,1,253,Puppy/Kitten,39,December,1,Mix,White,Injured,0
Dog,1,222,Puppy/Kitten,10,May,1,Pure,Black,Healthy/Normal,0
Cat,1,1339,Adult,59,December,1,Mix,White,Injured,0
Dog,1,375,Young Adult,8,March,0,Mix,White,Healthy/Normal,0
Dog,1,263,Puppy/Kitten,20,April,1,Pure,Black,Healthy/Normal,0
Cat,0,74,Puppy/Kitten,59,December,1,Mix,Other,Sick/Medical,0
Dog,0,390,Young Adult,24,April,1,Mix,Black,Healthy/Normal,0
Dog,1,815,Young Adult,83,October,1,Mix,White,Healthy/Normal,0
Cat,1,95,Puppy/Kitten,4,July,1,Mix,Other,Healthy/Normal,0
Dog,0,63,Puppy/Kitten,2,August,1,Pure,White,Healthy/Normal,0
Dog,1,377,Young Adult,10,June,0,Pure,Black,Healthy/Normal,0
Cat,1,3714,Senior,2,May,1,Mix,Other,Healthy/Normal,0
Other,1,378,Young Adult,13,April,0,Mix,Black,Healthy/Normal,0
Dog,0,12,Puppy/Kitten,9,August,0,Pure,Tricolor,Healthy/Normal,0
Cat,1,368,Young Adult,2,April,1,Pure,Black,Healthy/Normal,0
Cat,0,16,Puppy/Kitten,1,September,0,Mix,Black,Healthy/Normal,0
Cat,0,379,Puppy/Kitten,106,July,1,Pure,Grey,Healthy/Normal,0
Cat,1,86,Puppy/Kitten,56,September,1,Mix,White,Sick/Medical,0
Cat,1,67,Puppy/Kitten,35,December,1,Pure,Black,Healthy/Normal,0
Dog,0,2922,Senior,1,August,1,Mix,Brown,Healthy/Normal,0
Dog,1,94,Puppy/Kitten,32,October,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,739,Young Adult,9,December,1,Mix,White,Healthy/Normal,0
Cat,0,63,Puppy/Kitten,61,October,1,Pure,Black,Life Stage/Developmental,0
Cat,1,67,Puppy/Kitten,51,June,1,Mix,Black,Healthy/Normal,0
Dog,1,3661,Senior,8,November,1,Mix,White,Healthy/Normal,0
Dog,1,1138,Adult,43,January,1,Mix,White,Healthy/Normal,0
Cat,1,96,Puppy/Kitten,72,December,1,Mix,White,Healthy/Normal,0
Cat,1,73,Puppy/Kitten,12,February,1,Pure,White,Healthy/Normal,0
Dog,0,157,Puppy/Kitten,4,October,0,Mix,Grey,Healthy/Normal,0
Cat,1,64,Puppy/Kitten,3,October,0,Pure,White,Healthy/Normal,0
Dog,0,96,Puppy/Kitten,4,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,371,Young Adult,6,October,1,Mix,Grey,Healthy/Normal,0
Dog,0,371,Young Adult,6,January,1,Mix,White,Healthy/Normal,0
Cat,0,438,Young Adult,71,August,1,Mix,Black,Healthy/Normal,0
Dog,1,377,Young Adult,12,June,1,Pure,White,Healthy/Normal,0
Cat,1,62,Puppy/Kitten,49,November,1,Mix,Other,Healthy/Normal,0
Dog,1,375,Young Adult,10,March,1,Mix,Black,Healthy/Normal,0
Cat,0,367,Young Adult,2,February,0,Mix,Red,Healthy/Normal,0
Cat,0,279,Puppy/Kitten,3,February,1,Pure,Black,Healthy/Normal,0
Cat,1,1307,Adult,210,February,1,Mix,Black,Injured,0
Cat,1,373,Young Adult,7,September,1,Pure,Black,Healthy/Normal,0
Dog,1,185,Puppy/Kitten,2,June,0,Pure,Black,Injured,0
Dog,1,1112,Adult,17,July,1,Pure,White,Healthy/Normal,0
Cat,0,73,Puppy/Kitten,4,July,1,Pure,White,Healthy/Normal,0
Dog,1,2214,Adult,22,January,1,Pure,Black,Sick/Medical,0
Dog,1,356,Puppy/Kitten,12,January,1,Mix,White,Healthy/Normal,0
Cat,1,406,Young Adult,14,July,1,Mix,White,Healthy/Normal,0
Cat,0,10,Puppy/Kitten,6,August,0,Pure,Black,Healthy/Normal,0
Dog,1,303,Puppy/Kitten,59,June,1,Pure,White,Healthy/Normal,0
Other,0,732,Young Adult,1,August,0,Pure,Black,Healthy/Normal,0
Dog,0,159,Puppy/Kitten,8,August,1,Mix,Black,Healthy/Normal,0
Cat,1,660,Young Adult,4,June,1,Mix,Other,Healthy/Normal,0
Cat,1,72,Puppy/Kitten,65,July,1,Mix,Other,Healthy/Normal,0
Cat,0,2923,Senior,1,January,1,Mix,White,Healthy/Normal,0
Dog,0,370,Puppy/Kitten,6,November,1,Mix,Black,Healthy/Normal,0
Cat,1,31,Puppy/Kitten,1,October,0,Mix,Other,Healthy/Normal,0
Cat,0,58,Puppy/Kitten,12,May,0,Mix,White,Healthy/Normal,0
Dog,1,175,Puppy/Kitten,115,March,1,Pure,White,Healthy/Normal,0
Cat,1,735,Young Adult,4,November,1,Mix,Other,Healthy/Normal,0
Dog,1,70,Puppy/Kitten,21,April,1,Pure,White,Healthy/Normal,0
Dog,1,835,Young Adult,105,December,0,Mix,White,Sick/Medical,0
Dog,1,2251,Adult,58,April,1,Pure,White,Healthy/Normal,0
Cat,1,168,Puppy/Kitten,132,October,1,Mix,Black,Healthy/Normal,0
Cat,0,63,Puppy/Kitten,1,June,0,Mix,Brown,Injured,0
Dog,1,808,Young Adult,73,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,4755,Senior,371,March,1,Mix,White,Healthy/Normal,0
Dog,1,185,Puppy/Kitten,5,September,1,Mix,Black,Healthy/Normal,0
Cat,0,65,Puppy/Kitten,4,November,1,Pure,Grey,Healthy/Normal,0
Dog,1,765,Young Adult,34,July,1,Mix,Black,Healthy/Normal,0
Cat,1,192,Puppy/Kitten,70,October,1,Mix,White,Healthy/Normal,0
Cat,1,109,Puppy/Kitten,17,July,1,Mix,Black,Healthy/Normal,0
Dog,1,188,Puppy/Kitten,35,April,1,Mix,White,Healthy/Normal,0
Dog,0,2197,Adult,6,June,0,Pure,White,Injured,0
Dog,0,21,Puppy/Kitten,6,May,0,Mix,Black,Healthy/Normal,0
Dog,1,1413,Adult,1,November,1,Mix,Black,Healthy/Normal,0
Cat,0,734,Young Adult,4,February,0,Mix,Black,Healthy/Normal,0
Dog,0,79,Puppy/Kitten,3,May,1,Pure,Brown,Healthy/Normal,0
Dog,1,1098,Adult,2,October,0,Pure,Black,Healthy/Normal,0
Cat,0,369,Young Adult,3,September,0,Mix,White,Healthy/Normal,0
Cat,1,1494,Adult,1,January,1,Pure,Black,Healthy/Normal,0
Dog,1,602,Young Adult,53,April,1,Mix,White,Other/Unknown,0
Cat,1,50,Puppy/Kitten,7,July,0,Mix,Brown,Healthy/Normal,0
Dog,1,731,Young Adult,1,August,1,Mix,Black,Healthy/Normal,0
Dog,1,168,Puppy/Kitten,17,July,1,Mix,Black,Healthy/Normal,0
Dog,1,2747,Senior,6,October,1,Mix,White,Healthy/Normal,0
Dog,1,803,Young Adult,73,January,1,Pure,White,Healthy/Normal,0
Dog,0,74,Puppy/Kitten,13,February,1,Mix,White,Healthy/Normal,0
Dog,1,67,Puppy/Kitten,27,January,1,Mix,Black,Healthy/Normal,0
Dog,1,550,Young Adult,3,April,0,Mix,White,Healthy/Normal,0
Dog,0,125,Puppy/Kitten,5,June,1,Mix,Brown,Healthy/Normal,0
Cat,1,5613,Senior,134,August,1,Pure,Red,Healthy/Normal,0
Dog,1,422,Young Adult,1,March,1,Mix,White,Healthy/Normal,0
Other,0,734,Young Adult,4,October,0,Pure,White,Sick/Medical,0
Cat,0,92,Puppy/Kitten,26,June,1,Pure,White,Healthy/Normal,0
Cat,0,368,Young Adult,2,November,1,Mix,Grey,Healthy/Normal,0
Dog,1,762,Young Adult,32,October,1,Mix,Brown,Healthy/Normal,0
Cat,1,1898,Adult,71,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,1236,Young Adult,300,July,1,Mix,White,Healthy/Normal,0
Cat,0,70,Puppy/Kitten,8,July,0,Mix,Red,Healthy/Normal,0
Dog,1,315,Puppy/Kitten,1,August,1,Mix,Black,Healthy/Normal,0
Cat,0,84,Puppy/Kitten,45,October,1,Pure,Black,Healthy/Normal,0
Dog,1,971,Young Adult,17,January,1,Pure,White,Healthy/Normal,0
Dog,1,1463,Adult,1,January,0,Mix,Gold,Healthy/Normal,0
Cat,0,736,Young Adult,5,November,0,Pure,Black,Healthy/Normal,0
Cat,1,25,Puppy/Kitten,9,July,0,Mix,Black,Healthy/Normal,0
Cat,0,75,Puppy/Kitten,25,July,1,Pure,Brown,Healthy/Normal,0
Dog,1,57,Puppy/Kitten,4,September,1,Pure,Black,Healthy/Normal,0
Cat,0,305,Puppy/Kitten,1,June,0,Mix,Other,Healthy/Normal,0
Dog,1,925,Young Adult,25,June,1,Pure,White,Healthy/Normal,0
Dog,1,376,Young Adult,4,August,1,Mix,White,Healthy/Normal,0
Dog,1,607,Young Adult,91,June,1,Mix,White,Healthy/Normal,0
Dog,1,1898,Adult,71,November,1,Mix,Red,Injured,0
Dog,0,371,Young Adult,5,September,1,Pure,Brown,Healthy/Normal,0
Cat,1,60,Puppy/Kitten,25,April,1,Mix,White,Healthy/Normal,0
Dog,1,2926,Senior,3,October,1,Mix,Brown,Healthy/Normal,0
Cat,0,96,Puppy/Kitten,3,October,1,Mix,White,Healthy/Normal,0
Dog,1,308,Puppy/Kitten,4,June,0,Mix,Black,Healthy/Normal,0
Dog,1,1415,Adult,45,November,1,Pure,Brown,Healthy/Normal,0
Dog,1,1469,Adult,7,June,1,Pure,White,Healthy/Normal,0
Dog,1,928,Young Adult,79,December,1,Pure,Tricolor,Healthy/Normal,0
Dog,1,188,Puppy/Kitten,5,October,0,Pure,Grey,Healthy/Normal,0
Cat,1,1102,Adult,6,February,1,Pure,Other,Healthy/Normal,0
Cat,1,78,Puppy/Kitten,47,June,1,Pure,Red,Healthy/Normal,0
Cat,1,97,Puppy/Kitten,51,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,47,Puppy/Kitten,5,September,0,Pure,Other,Healthy/Normal,0
Cat,1,90,Puppy/Kitten,48,July,1,Mix,Other,Healthy/Normal,0
Dog,1,2950,Senior,27,November,1,Pure,Grey,Healthy/Normal,0
Cat,1,67,Puppy/Kitten,5,May,0,Mix,Grey,Healthy/Normal,0
Cat,1,526,Young Adult,6,January,0,Pure,Brown,Healthy/Normal,0
Dog,1,1828,Adult,2,October,0,Mix,Gold,Healthy/Normal,0
Dog,1,731,Young Adult,1,October,0,Mix,White,Healthy/Normal,0
Dog,1,734,Young Adult,4,May,1,Mix,White,Healthy/Normal,0
Cat,0,79,Puppy/Kitten,52,July,1,Mix,White,Healthy/Normal,0
Cat,1,167,Puppy/Kitten,155,October,1,Mix,Red,Healthy/Normal,0
Cat,0,731,Young Adult,1,April,0,Mix,White,Healthy/Normal,0
Dog,1,579,Young Adult,32,April,1,Mix,Black,Healthy/Normal,0
Cat,1,161,Puppy/Kitten,43,May,1,Mix,Other,Healthy/Normal,0
Dog,1,1473,Adult,61,September,1,Pure,Black,Healthy/Normal,0
Cat,1,923,Young Adult,2,July,0,Pure,Red,Healthy/Normal,0
