animal_type,has_name,outcome_group,age_days_outcome,age_group_intake,los_at_shelter,month_of_outcome,is_fixed,breed_type,color_group,intake_condition_group,dbscan_cluster
Other,0,Negative,367,Young Adult,1,March,0,Mix,Brown,Healthy/Normal,0
Other,1,Positive,392,Young Adult,26,February,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,70,Puppy/Kitten,15,September,1,Mix,White,Injured,0
Dog,1,Neutral,190,Puppy/Kitten,4,November,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,367,Young Adult,1,January,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,2560,Senior,3,August,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,121,Puppy/Kitten,45,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,168,Puppy/Kitten,30,December,1,Pure,Black,Healthy/Normal,0
Cat,0,Neutral,368,Young Adult,3,June,0,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,1537,Adult,5,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1303,Adult,1,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,774,Young Adult,43,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,738,Young Adult,8,January,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,385,Young Adult,19,May,0,Pure,Black,Healthy/Normal,0
Dog,0,Neutral,735,Young Adult,3,November,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,1102,Adult,5,August,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,65,Puppy/Kitten,4,December,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,3685,Senior,2,November,1,Pure,Gold,Healthy/Normal,0
Dog,0,Positive,61,Puppy/Kitten,60,May,1,Mix,Black,Life Stage/Developmental,0
Dog,1,Positive,370,Puppy/Kitten,5,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,75,Puppy/Kitten,23,April,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,78,Puppy/Kitten,2,July,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,57,Puppy/Kitten,26,November,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,80,Puppy/Kitten,4,October,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,1470,Adult,9,April,1,Mix,Black,Injured,0
Dog,0,Positive,65,Puppy/Kitten,4,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,410,Puppy/Kitten,287,August,1,Mix,Gold,Injured,-1
Dog,1,Positive,1833,Adult,5,June,1,Mix,White,Healthy/Normal,0
Dog,1,Negative,1611,Adult,15,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,160,Puppy/Kitten,7,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1569,Adult,78,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,1300,Adult,2,June,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1096,Young Adult,1,December,0,Mix,White,Healthy/Normal,0
Cat,0,Positive,111,Puppy/Kitten,80,November,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,62,Puppy/Kitten,12,June,1,Mix,Black,Injured,0
Dog,1,Neutral,764,Young Adult,33,August,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,355,Puppy/Kitten,79,May,1,Pure,Black,Healthy/Normal,0
Dog,0,Positive,735,Young Adult,4,April,1,Mix,Grey,Healthy/Normal,0
Cat,1,Neutral,2192,Adult,34,April,1,Mix,Grey,Healthy/Normal,0
Cat,0,Neutral,735,Young Adult,3,August,1,Mix,White,Sick/Medical,0
Cat,0,Neutral,372,Young Adult,7,May,1,Mix,Other,Injured,0
Dog,1,Positive,738,Young Adult,8,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,381,Young Adult,16,December,1,Pure,Black,Healthy/Normal,0
Dog,0,Neutral,2194,Adult,4,December,1,Mix,Black,Sick/Medical,0
Cat,1,Neutral,312,Puppy/Kitten,8,December,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1880,Adult,244,January,1,Pure,Red,Sick/Medical,-1
Cat,1,Positive,743,Young Adult,13,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,227,Puppy/Kitten,45,October,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,129,Puppy/Kitten,68,October,1,Mix,Red,Injured,0
Dog,1,Positive,156,Puppy/Kitten,4,July,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,373,Young Adult,7,February,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,72,Puppy/Kitten,11,December,0,Pure,Black,Injured,0
Dog,0,Neutral,372,Young Adult,6,June,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,65,Puppy/Kitten,4,November,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,84,Puppy/Kitten,7,January,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,2560,Senior,3,May,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,98,Puppy/Kitten,21,July,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,58,Puppy/Kitten,4,October,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,80,Puppy/Kitten,3,February,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,3784,Senior,1,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,370,Young Adult,3,August,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,58,Puppy/Kitten,5,October,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,194,Puppy/Kitten,148,December,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,5071,Senior,3,December,1,Pure,Gold,Injured,0
Dog,1,Positive,397,Young Adult,32,July,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,81,Puppy/Kitten,5,May,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,732,Young Adult,1,November,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,921,Young Adult,313,October,1,Mix,White,Injured,0
Dog,0,Positive,81,Puppy/Kitten,4,June,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,73,Puppy/Kitten,9,July,1,Mix,Other,Sick/Medical,0
Cat,1,Positive,77,Puppy/Kitten,36,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,250,Puppy/Kitten,5,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,156,Puppy/Kitten,126,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,219,Puppy/Kitten,2,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,107,Puppy/Kitten,74,December,1,Mix,Other,Injured,0
Cat,1,Positive,386,Young Adult,20,January,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,75,Puppy/Kitten,14,November,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,69,Puppy/Kitten,38,December,1,Pure,White,Life Stage/Developmental,0
Cat,1,Positive,4336,Senior,13,May,1,Mix,White,Healthy/Normal,0
Dog,0,Neutral,1648,Adult,4,October,1,Mix,Brown,Healthy/Normal,0
Dog,0,Positive,66,Puppy/Kitten,4,March,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,157,Puppy/Kitten,37,November,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,78,Puppy/Kitten,53,January,1,Mix,Other,Healthy/Normal,0
Dog,1,Neutral,3726,Senior,14,April,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,1623,Adult,330,February,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,368,Young Adult,2,September,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,94,Puppy/Kitten,19,March,1,Mix,White,Healthy/Normal,0
Dog,0,Positive,61,Puppy/Kitten,46,February,1,Mix,Black,Healthy/Normal,0
Other,0,Negative,733,Young Adult,2,April,0,Mix,Black,Sick/Medical,0
Dog,0,Positive,70,Puppy/Kitten,38,April,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,521,Young Adult,11,June,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,2274,Adult,3,April,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,62,Puppy/Kitten,16,May,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,69,Puppy/Kitten,10,April,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,75,Puppy/Kitten,49,August,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,56,Puppy/Kitten,18,July,1,Pure,Other,Sick/Medical,0
Dog,1,Neutral,4529,Senior,9,May,1,Pure,White,Injured,0
Dog,1,Positive,369,Young Adult,4,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,100,Puppy/Kitten,8,August,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,2932,Senior,10,April,1,Mix,White,Injured,0
Dog,1,Neutral,2563,Senior,6,September,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,825,Young Adult,94,March,1,Mix,White,Injured,0
Cat,1,Positive,398,Young Adult,5,October,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,372,Young Adult,7,March,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,732,Young Adult,2,May,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,367,Young Adult,2,April,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,116,Puppy/Kitten,53,June,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,660,Young Adult,19,August,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,72,Puppy/Kitten,5,May,0,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,367,Young Adult,1,June,0,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,1102,Adult,6,April,1,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,92,Puppy/Kitten,35,May,1,Mix,Red,Healthy/Normal,0
Dog,1,Neutral,158,Puppy/Kitten,4,August,0,Pure,White,Healthy/Normal,0
Cat,0,Neutral,738,Young Adult,7,September,0,Mix,Black,Healthy/Normal,0
Dog,0,Positive,57,Puppy/Kitten,5,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,745,Young Adult,15,March,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,193,Puppy/Kitten,2,March,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,176,Puppy/Kitten,54,August,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,64,Puppy/Kitten,2,December,1,Mix,White,Healthy/Normal,0
Dog,0,Negative,369,Young Adult,3,January,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,371,Young Adult,6,April,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,265,Puppy/Kitten,21,February,1,Pure,Brown,Healthy/Normal,0
Cat,0,Positive,65,Puppy/Kitten,4,May,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,573,Young Adult,26,May,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,106,Puppy/Kitten,2,December,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,3449,Senior,1,March,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,50,Puppy/Kitten,20,November,0,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,1469,Adult,8,October,0,Mix,White,Healthy/Normal,0
Dog,1,Neutral,2926,Senior,4,December,1,Mix,White,Sick/Medical,0
Cat,1,Positive,56,Puppy/Kitten,23,June,0,Mix,Brown,Healthy/Normal,0
Dog,0,Neutral,279,Puppy/Kitten,3,January,0,Pure,White,Injured,0
Dog,1,Positive,79,Puppy/Kitten,3,January,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,68,Puppy/Kitten,7,November,1,Mix,White,Healthy/Normal,0
Cat,0,Negative,735,Young Adult,4,November,0,Pure,Red,Injured,0
Cat,1,Positive,77,Puppy/Kitten,75,December,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,647,Young Adult,6,February,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,86,Puppy/Kitten,12,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,381,Young Adult,16,March,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,776,Young Adult,44,August,1,Mix,Brown,Healthy/Normal,0
Other,0,Negative,30,Puppy/Kitten,1,March,0,Pure,Black,Healthy/Normal,0
Dog,0,Positive,369,Young Adult,3,March,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,1143,Young Adult,413,November,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,3660,Senior,6,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1470,Adult,9,July,0,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,58,Puppy/Kitten,17,July,0,Pure,Red,Healthy/Normal,0
Cat,1,Positive,976,Young Adult,15,January,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,188,Puppy/Kitten,4,September,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,109,Puppy/Kitten,71,August,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,67,Puppy/Kitten,46,December,1,Pure,Grey,Sick/Medical,0
Dog,0,Neutral,370,Young Adult,5,March,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,112,Puppy/Kitten,21,August,1,Mix,Black,Injured,0
Dog,1,Neutral,736,Young Adult,4,July,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,110,Puppy/Kitten,74,November,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,580,Young Adult,13,March,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,553,Young Adult,35,September,1,Mix,Black,Healthy/Normal,0
Bird,1,Neutral,7310,Senior,4,December,0,Pure,White,Healthy/Normal,-1
Cat,0,Neutral,56,Puppy/Kitten,9,September,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,120,Puppy/Kitten,4,November,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,75,Puppy/Kitten,14,December,1,Mix,White,Healthy/Normal,0
Dog,0,Neutral,46,Puppy/Kitten,2,September,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,791,Young Adult,4,November,1,Pure,Grey,Healthy/Normal,0
Dog,1,Positive,2926,Senior,4,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,1005,Young Adult,92,January,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,147,Puppy/Kitten,117,October,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,103,Puppy/Kitten,42,December,1,Mix,Other,Healthy/Normal,0
Dog,1,Neutral,1143,Adult,46,May,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,687,Young Adult,13,April,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,65,Puppy/Kitten,4,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,279,Puppy/Kitten,5,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2187,Adult,74,February,1,Mix,Black,Sick/Medical,0
Cat,1,Positive,114,Puppy/Kitten,71,July,1,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,820,Young Adult,7,October,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,3050,Senior,3,November,1,Mix,Gold,Healthy/Normal,0
Dog,1,Positive,158,Puppy/Kitten,5,September,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,1099,Adult,3,March,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,91,Puppy/Kitten,23,May,0,Pure,White,Healthy/Normal,0
Cat,1,Positive,4431,Senior,48,September,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,1098,Adult,2,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,372,Young Adult,5,March,1,Pure,Other,Healthy/Normal,0
Dog,1,Positive,377,Young Adult,12,April,1,Mix,Black,Injured,0
Dog,1,Positive,1024,Young Adult,3,January,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,60,Puppy/Kitten,17,March,1,Pure,White,Healthy/Normal,0
Dog,1,Neutral,2202,Adult,9,October,1,Mix,Black,Injured,0
Dog,1,Positive,5295,Senior,1,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,82,Puppy/Kitten,48,November,1,Mix,Black,Healthy/Normal,0
Cat,0,Neutral,16,Puppy/Kitten,1,May,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,373,Young Adult,8,January,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,373,Young Adult,7,July,1,Mix,White,Behavioral Issues,0
Cat,0,Neutral,52,Puppy/Kitten,22,November,0,Pure,Black,Healthy/Normal,0
Dog,0,Positive,103,Puppy/Kitten,11,June,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,744,Young Adult,13,December,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,191,Puppy/Kitten,68,November,1,Mix,Brown,Sick/Medical,0
Dog,1,Positive,109,Puppy/Kitten,81,September,1,Mix,White,Life Stage/Developmental,0
Cat,1,Positive,147,Puppy/Kitten,105,December,1,Pure,Black,Healthy/Normal,0
Dog,1,Neutral,2206,Adult,15,April,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,173,Puppy/Kitten,12,March,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,2137,Adult,1,November,1,Mix,Black,Injured,0
Cat,0,Neutral,369,Young Adult,3,March,0,Mix,Grey,Healthy/Normal,0
Cat,0,Neutral,41,Puppy/Kitten,10,July,0,Mix,Grey,Healthy/Normal,0
Dog,0,Neutral,10,Puppy/Kitten,3,February,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,176,Puppy/Kitten,130,December,1,Mix,Other,Healthy/Normal,0
Dog,0,Positive,924,Young Adult,9,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,1076,Young Adult,3,October,1,Mix,Black,Healthy/Normal,0
Bird,0,Positive,5,Puppy/Kitten,2,April,0,Pure,Black,Healthy/Normal,0
Dog,0,Positive,91,Puppy/Kitten,4,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1099,Adult,3,May,1,Mix,Other,Healthy/Normal,0
Cat,1,Neutral,373,Young Adult,8,August,1,Mix,Other,Injured,0
Dog,1,Positive,938,Young Adult,23,March,1,Pure,White,Injured,0
Cat,1,Positive,808,Young Adult,77,November,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,733,Young Adult,2,August,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1828,Adult,1,January,1,Pure,Black,Healthy/Normal,0
Cat,1,Neutral,367,Young Adult,2,October,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,79,Puppy/Kitten,18,September,1,Mix,Grey,Healthy/Normal,0
Other,1,Neutral,367,Young Adult,1,January,0,Mix,Tricolor,Healthy/Normal,0
Cat,1,Positive,60,Puppy/Kitten,6,June,1,Mix,Brown,Healthy/Normal,0
Dog,0,Neutral,5,Puppy/Kitten,2,June,0,Pure,White,Injured,0
Dog,1,Positive,793,Young Adult,7,June,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,186,Puppy/Kitten,4,August,1,Mix,White,Healthy/Normal,0
Cat,0,Neutral,337,Puppy/Kitten,3,July,0,Mix,Other,Healthy/Normal,0
Dog,1,Neutral,3291,Senior,3,September,0,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,2922,Senior,1,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,818,Young Adult,11,December,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,70,Puppy/Kitten,38,September,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,79,Puppy/Kitten,3,October,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,732,Young Adult,1,September,1,Mix,Other,Healthy/Normal,0
Dog,1,Positive,2865,Senior,1,August,1,Mix,White,Injured,0
Cat,1,Positive,74,Puppy/Kitten,51,June,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,371,Young Adult,5,March,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,4051,Senior,11,August,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,142,Puppy/Kitten,96,September,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,136,Puppy/Kitten,82,September,1,Mix,Other,Healthy/Normal,0
Dog,0,Negative,369,Young Adult,4,April,0,Pure,White,Injured,0
Dog,1,Negative,244,Puppy/Kitten,17,June,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,99,Puppy/Kitten,74,August,1,Pure,Black,Life Stage/Developmental,0
Cat,0,Neutral,127,Puppy/Kitten,4,October,0,Mix,Grey,Healthy/Normal,0
Dog,1,Positive,72,Puppy/Kitten,5,May,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,1288,Adult,10,July,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,149,Puppy/Kitten,69,March,1,Pure,White,Sick/Medical,0
Dog,1,Positive,1283,Adult,4,October,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,372,Young Adult,7,November,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,731,Young Adult,1,December,0,Pure,Grey,Healthy/Normal,0
Cat,1,Positive,74,Puppy/Kitten,40,July,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,77,Puppy/Kitten,46,October,1,Mix,Black,Healthy/Normal,0
Cat,1,Neutral,5484,Senior,5,November,0,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,1111,Adult,15,April,1,Mix,Black,Healthy/Normal,0
Dog,0,Positive,82,Puppy/Kitten,21,December,1,Pure,White,Healthy/Normal,0
Cat,0,Positive,795,Young Adult,64,June,1,Mix,White,Life Stage/Developmental,0
Cat,1,Positive,755,Young Adult,23,February,1,Pure,Brown,Healthy/Normal,0
Dog,1,Positive,377,Young Adult,12,December,1,Pure,Black,Healthy/Normal,0
Other,0,Neutral,373,Young Adult,7,January,0,Pure,Other,Healthy/Normal,0
Dog,1,Positive,175,Puppy/Kitten,4,September,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,167,Puppy/Kitten,152,January,1,Pure,Brown,Healthy/Normal,0
Dog,1,Neutral,64,Puppy/Kitten,2,August,0,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2650,Adult,151,December,1,Mix,Gold,Healthy/Normal,0
Cat,0,Positive,207,Puppy/Kitten,8,February,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,2933,Senior,10,March,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,290,Puppy/Kitten,16,October,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,739,Young Adult,7,May,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,951,Young Adult,3,January,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,798,Young Adult,67,September,1,Mix,Grey,Healthy/Normal,0
Cat,1,Positive,195,Puppy/Kitten,12,January,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,777,Young Adult,5,May,1,Mix,Black,Healthy/Normal,0
Cat,1,Positive,882,Young Adult,152,September,1,Mix,Black,Healthy/Normal,0
Cat,0,Positive,85,Puppy/Kitten,60,July,1,Pure,Grey,Life Stage/Developmental,0
Cat,1,Positive,65,Puppy/Kitten,4,January,1,Pure,White,Healthy/Normal,0
Dog,1,Positive,366,Young Adult,1,May,1,Mix,Black,Healthy/Normal,0
Dog,1,Neutral,154,Puppy/Kitten,1,September,0,Mix,White,Healthy/Normal,0
Cat,1,Positive,734,Young Adult,3,October,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,129,Puppy/Kitten,71,December,1,Pure,Black,Healthy/Normal,0
Cat,1,Positive,106,Puppy/Kitten,65,July,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,250,Puppy/Kitten,6,February,1,Mix,Gold,Healthy/Normal,0
Cat,1,Positive,99,Puppy/Kitten,71,December,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,129,Puppy/Kitten,6,July,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,735,Young Adult,4,March,1,Pure,Red,Healthy/Normal,0
Dog,1,Positive,1129,Adult,1,July,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,54,Puppy/Kitten,23,March,1,Mix,Gold,Healthy/Normal,0
Cat,1,Neutral,751,Young Adult,19,November,0,Pure,White,Healthy/Normal,0
Dog,1,Neutral,735,Young Adult,3,April,0,Pure,Black,Healthy/Normal,0
Cat,1,Positive,139,Puppy/Kitten,17,August,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,464,Young Adult,1,July,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,367,Young Adult,2,August,1,Pure,Brown,Healthy/Normal,0
Cat,1,Positive,3660,Senior,7,April,1,Pure,Other,Injured,0
Cat,0,Neutral,113,Puppy/Kitten,5,October,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,185,Puppy/Kitten,32,April,1,Pure,Other,Sick/Medical,0
Dog,1,Positive,768,Young Adult,36,July,1,Mix,Brown,Life Stage/Developmental,0
Dog,1,Positive,116,Puppy/Kitten,4,July,1,Mix,White,Healthy/Normal,0
Dog,1,Positive,366,Young Adult,1,June,1,Mix,White,Healthy/Normal,0
Cat,1,Positive,428,Young Adult,55,December,1,Mix,Brown,Healthy/Normal,0
Cat,1,Positive,1830,Adult,4,September,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,71,Puppy/Kitten,10,June,1,Mix,Other,Healthy/Normal,0
Cat,0,Positive,153,Puppy/Kitten,4,September,1,Mix,Other,Healthy/Normal,0
Cat,1,Positive,95,Puppy/Kitten,43,December,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,734,Young Adult,3,April,0,Pure,White,Healthy/Normal,0
Dog,1,Positive,2580,Senior,24,November,1,Pure,Gold,Sick/Medical,0
Dog,1,Positive,733,Young Adult,2,June,0,Pure,White,Healthy/Normal,0
Dog,1,Neutral,4384,Senior,8,May,1,Mix,Grey,Healthy/Normal,0
Dog,1,Neutral,369,Young Adult,3,November,0,Mix,Other,Healthy/Normal,0
Dog,1,Positive,1141,Adult,46,May,0,Mix,Black,Healthy/Normal,0
Dog,0,Negative,3655,Senior,3,August,1,Mix,Black,Injured,0
Dog,1,Neutral,743,Young Adult,11,March,1,Pure,Gold,Healthy/Normal,0
Dog,1,Positive,2557,Adult,4,October,1,Mix,Tricolor,Healthy/Normal,0
Dog,1,Positive,64,Puppy/Kitten,36,July,1,Mix,White,Healthy/Normal,0
Cat,1,Neutral,416,Young Adult,50,May,1,Mix,Red,Healthy/Normal,0
Cat,1,Positive,92,Puppy/Kitten,68,September,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2226,Adult,41,April,1,Mix,Brown,Healthy/Normal,0
Dog,1,Positive,5551,Senior,195,November,1,Pure,Red,Healthy/Normal,-1
Dog,0,Positive,65,Puppy/Kitten,4,May,1,Mix,Brown,Healthy/Normal,0
Cat,1,Neutral,630,Young Adult,2,April,1,Mix,Brown,Healthy/Normal,0
Cat,0,Positive,76,Puppy/Kitten,4,October,1,Mix,Black,Healthy/Normal,0
Cat,0,Negative,968,Young Adult,237,June,1,Mix,Black,Injured,-1
Dog,1,Neutral,369,Young Adult,4,January,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,99,Puppy/Kitten,7,June,1,Mix,Red,Healthy/Normal,0
Dog,1,Positive,783,Young Adult,53,December,1,Pure,Black,Healthy/Normal,0
Dog,1,Positive,2622,Adult,358,November,1,Mix,Black,Healthy/Normal,0
Dog,1,Positive,2202,Adult,7,July,1,Pure,White,Healthy/Normal,0
Cat,1,Positive,87,Puppy/Kitten,83,November,0,Mix,Black,Healthy/Normal,0
Cat,1,Positive,67,Puppy/Kitten,35,July,1,Pure,White,Sick/Medical,0
Cat,1,Positive,739,Young Adult,9,June,1,Pure,Grey,Healthy/Normal,0
Cat,0,Neutral,48,Puppy/Kitten,2,June,0,Mix,White,Healthy/Normal,0
Dog,1,Positive,2926,Senior,3,October,1,Mix,White,Healthy/Normal,0
Cat,0,Positive,84,Puppy/Kitten,7,June,1,Pure,White,Healthy/Normal,0
